ID,Name,Position,ADP,Team,,Instructions
1228244,Bijan Robinson,RB,1.3185359,ATL,,1. Rank players in column A and B in order of how you would like them to appear in your pre-draft rankings.
1214154,Jahmyr Gibbs,RB,1.9270881,DET,,2. Note: The ID in column A is what will determine the order of the pre-draft rankings. Remember to keep these next to the corresponding player. You must include an ID for each player; you cannot use just the player's name.
1162128,Puka Nacua,WR,3.240201,LAR,,3. Upload as a CSV file and save ranking.
1109979,Ja'Marr Chase,WR,3.9055285,CIN
1214087,Jaxon Smith-Njigba,WR,5.326199,SEA
830517,Christian McCaffrey,RB,6.150495,SF
1065406,Jonathan Taylor,RB,7.321473,IND
1127106,Amon-Ra St. Brown,WR,8.355947,DET
1062020,CeeDee Lamb,WR,9.669062,DAL
1069535,Justin Jefferson,WR,9.804603,MIN
1131012,James Cook III,RB,10.861786,BUF
1379646,Ashton Jeanty,RB,12.81931,LV
1231820,De'Von Achane,RB,13.212964,MIA
1164402,Kenneth Walker III,RB,14.56178,KC
1108161,Trey McBride,TE,16.081333,ARI
883302,Saquon Barkley,RB,16.208914,PHI
1398572,Omarion Hampton,RB,17.72859,LAC
1178741,Drake London,WR,18.523464,ATL
1451501,Jeremiyah Love,RB,19.133232,FA
1286059,Malik Nabers,WR,19.41698,NYG
1123379,Chase Brown,RB,21.239084,CIN
732145,Derrick Henry,RB,22.53581,BAL
1285917,Brock Bowers,TE,22.996313,LV
1172053,George Pickens,WR,23.875471,DAL
1074698,Nico Collins,WR,25.49174,HOU
868199,Josh Allen,QB,25.671535,BUF
1122592,Chris Olave,WR,26.581665,NO
978577,Travis Etienne Jr.,RB,28.498205,NO
944416,Josh Jacobs,RB,29.375273,GB
1173538,Rashee Rice,WR,30.176937,KC
944826,A.J. Brown,WR,31.501776,PHI
1167361,Kyren Williams,RB,32.77135,LAR
978579,Tee Higgins,WR,32.967842,CIN
1380576,Tetairoa McMillan,WR,34.50816,CAR
1287825,Emeka Egbuka,WR,34.99822,TB
1164889,Garrett Wilson,WR,36.86743,NYJ
1162537,Breece Hall,RB,37.785587,NYJ
1287923,Bucky Irving,RB,39.90826,TB
1378821,Colston Loveland,TE,40.324863,CHI
1107881,Javonte Williams,RB,40.60643,DAL
1177053,Zay Flowers,WR,41.72902,BAL
877790,DJ Moore,WR,41.89145,BUF
1218643,Ladd McConkey,WR,42.842567,LAC
1377732,Luther Burden III,WR,44.55437,CHI
611417,Davante Adams,WR,45.706665,LAR
1060262,DeVonta Smith,WR,46.54711,PHI
593587,Mike Evans,WR,46.935947,SF
1383807,Quinshon Judkins,RB,49.055145,CLE
1175184,Jameson Williams,WR,49.290333,DET
1125749,Jaylen Waddle,WR,50.008846,DEN
946739,David Montgomery,RB,51.980656,HOU
836116,Terry McLaurin,WR,52.537476,WAS
877745,Lamar Jackson,QB,52.66553,BAL
1287837,TreVeyon Henderson,RB,53.633125,NE
1213727,Rome Odunze,WR,55.641823,CHI
1327169,Bhayshul Tuten,RB,55.81269,JAX
878785,Joe Burrow,QB,57.29769,CIN
1280316,Cam Skattebo,RB,57.30523,NYG
1067918,Christian Watson,WR,59.72536,GB
1229074,Parker Washington,WR,61.243034,JAX
1069808,D'Andre Swift,RB,62.444813,CHI
1441839,Carnell Tate,WR,62.86735,FA
1229083,Tyler Warren,TE,62.968533,IND
1107027,Alec Pierce,WR,65.13,IND
1287828,Marvin Harrison Jr.,WR,65.20146,ARI
1286445,Caleb Williams,QB,66.469574,CHI
1172401,RJ Harvey,RB,67.032135,DEN
1161228,Jayden Daniels,QB,68.82846,WAS
1123529,Michael Wilson,WR,70.22757,ARI
1286803,Drake Maye,QB,70.36676,NE
1441120,Makai Lemon,WR,72.81024,FA
